id,words,counts
9126,awww,1
9127,prestrike,1
9128,cravings,1
9129,parmo,1
9130,ohhhhh,1
9131,modernday,1
9132,confident,1
9133,nonreligious,1
9134,penice,1
9135,vehemently,1
9136,outrageous,6
9137,discriminate,1
9138,packing,1
9139,au,2
9140,revoir,1
9141,wiedersehen,1
9142,arrivederci,1
9143,fiiiiiiiine,1
9144,depart,1
9145,karma,1
9146,bespoke,1
9147,smarmy,1
9148,shirley,1
9149,outlier,1
9150,shouting,4
9151,retai,1
9152,casting,1
9153,aspersions,1
9154,westmins,1
9155,vot,3
9156,strawman,3
9157,aggregates,1
9158,op,1
9159,janicelrobinson,2
9160,invalidate,1
9161,referendums,2
9162,meantime,1
9163,hole,1
9164,hardbrexit,6
9165,deprived,2
9166,backdrop,1
9167,manifestos,4
9168,ag,1
9169,questioning,2
9170,loyal,1
9171,interpretation,1
9172,provided,2
9173,statistically,3
9174,margins,1
9175,fieldwork,2
9176,aggregate,1
9177,accession,1
9178,ahea,1
9179,823,4
9180,ele,1
9181,choices,1
9182,independ,1
9183,sale,1
9184,rogue,1
9185,legitimacy,1
9186,34,3
9187,electorate,4
9188,stubble,2
9189,retain,1
9190,epitome,2
9191,subtlety,1
9192,arseholes,2
9193,bossy,1
9194,enthusiast,1
9195,dangers,1
9196,extrapolating,1
9197,inaccuracies,1
9198,baaaaaaahahahahahahahahahahahaaa,1
9199,breathes,1
9200,aaaaaahahahahahahahaaaaa,1
9201,rounding,1
9202,51,1
9203,softbrexit,1
9204,meanspiritedness,1
9205,expecting,3
9206,vetoing,2
9207,petulant,1
9208,overwhelmi,1
9209,branch,1
9210,mana,1
9211,wrath,1
9212,patricks,1
9213,ats,1
9214,voodoo,1
9215,ruth,2
9216,thinly,1
9217,veiled,1
9218,anderson,1
9219,coated,1
9220,realities,1
9221,imminently,1
9222,qs,1
9223,unscathed,1
9224,smoke,2
9225,mirrors,1
9226,kensington,2
9227,chelsea,1
9228,gooooood,2
9229,marquee,1
9230,nongays,1
9231,cringe,2
9232,mornings,1
9233,5wri,1
9234,faring,1
9235,mute,2
9236,forms,3
9237,sogginess,1
9238,brutes,1
9239,nati,1
9240,turing,2
9241,marlon,1
9242,brando,1
9243,marlene,1
9244,dietrich,1
9245,alexander,1
9246,marcia,1
9247,oscar,1
9248,wilde,1
9249,da,1
9250,vinci,1
9251,harvey,1
9252,milk,1
9253,wa,1
9254,refuge,1
9255,plonker,1
9256,guardi,1
9257,reportedly,1
9258,optout,1
9259,organ,1
9260,donation,1
9261,berliners,1
9262,profess,1
9263,undying,1
9264,nauseating,2
9265,shamefully,1
9266,overdue,1
9267,brands,1
9268,softer,3
9269,theyr,1
9270,endorsement,1
9271,deity,1
9272,dorset,1
9273,umunna,1
9274,supports,3
9275,disgu,1
9276,vague,1
9277,agehttps,1
9278,nuanced,1
9279,apologists,2
9280,complimenting,1
9281,euref,1
9282,awol,1
9283,finances,1
9284,cables,1
9285,illiberalismeu,1
9286,faults,1
9287,1984,2
9288,mship,1
9289,shitrag,2
9290,search,4
9291,meme,1
9292,lemon,1
9293,goatse,1
9294,vapid,1
9295,vince,6
9296,cable,4
9297,foisted,1
9298,finished,3
9299,woul,1
9300,tooms,1
9301,ice,2
9302,harvested,1
9303,som,2
9304,override,1
9305,wellbeing,1
9306,filth,1
9307,canadas,3
9308,condolences,2
9309,wheel,2
9310,brie,1
9311,trumpgermany,1
9312,75s,1
9313,71france,1
9314,70canada,1
9315,61uk,1
9316,57japan,1
9317,focusing,1
9318,committing,1
9319,downgrading,1
9320,nonbrexitsupporting,1
9321,lefts,1
9322,acquiescence,1
9323,gripe,1
9324,demolish,1
9325,betray,1
9326,fosters,2
9327,underfunded,1
9328,bribe,1
9329,disingenuous,1
9330,tree,4
9331,liberating,1
9332,indyref2,1
9333,stonewall,1
9334,parisian,1
9335,youdiscrimination,1
9336,hackathon,1
9337,developing,2
9338,cooler,1
9339,duptory,1
9340,herpes,1
9341,cardit,1
9342,collect,2
9343,player,1
9344,wale,1
9345,magically,1
9346,torydup,1
9347,dotting,1
9348,crossing,1
9349,lgbts,1
9350,threaten,3
9351,bil,1
9352,sealed,1
9353,magic,4
9354,quid,1
9355,socialism,2
9356,shocking,1
9357,istanbul,1
9358,sheerans,1
9359,license,2
9360,sucking,3
9361,tribe,1
9362,httpstcocoebfdkx,1
9363,played,5
9364,silenc,1
9365,nipple,2
9366,louie,1
9367,saboteur,1
9368,sabotage,1
9369,yum,1
9370,plate,1
9371,ing,1
9372,gem,2
9373,laziness,1
9374,unquestioning,1
9375,nationalist,2
9376,purchase,1
9377,fantastic,3
9378,chemsex,1
9379,monologues,1
9380,betraying,1
9381,qu,1
9382,westmonster,1
9383,guido,2
9384,governor,2
9385,stepsuntil,1
9386,tricked,2
9387,printed,1
9388,fundraiser,1
9389,settlement,1
9390,generous,3
9391,cactus,1
9392,grac,1
9393,freeing,1
9394,shirt,1
9395,nonworkrelated,1
9396,noisecancelling,1
9397,headphones,1
9398,reduced,2
9399,incomes,1
9400,balls,4
9401,rea,1
9402,contains,1
9403,eco,1
9404,partys,3
9405,bruce,1
9406,confusing,1
9407,marsha,1
9408,housing,3
9409,battersea,1
9410,pow,1
9411,vauxhall,9
9412,titov,1
9413,beards,1
9414,newlyweds,1
9415,projects,2
9416,forwho,1
9417,pays,1
9418,salavant,6
9419,pretentiousness,1
9420,horror,1
9421,images,1
9422,rejected,5
9423,applauds,1
9424,congratulated,2
9425,stewart,3
9426,jackson,2
9427,woke,2
9428,marvellous,2
9429,chum,1
9430,prouder,1
9431,creatives,2
9432,attempted,1
9433,templating,1
9434,develop,1
9435,invest,1
9436,producers,1
9437,violins,1
9438,endlessly,1
9439,arron,1
9440,refers,1
9441,tower,3
9442,underprivileged,1
9443,celebrations,1
9444,politicia,1
9445,carmichael,1
9446,sporting,2
9447,inspires,1
9448,intimidate,4
9449,duncan,1
9450,annoys,2
9451,belowmodest,1
9452,sections,1
9453,outhtt,1
9454,journeys,2
9455,thriving,1
9456,cosmos,1
9457,iceberg,1
9458,medicaltech,1
9459,astounds,1
9460,servants,1
9461,palace,3
9462,abolished,1
9463,provision,1
9464,91,1
9465,jousting,1
9466,moustache,1
9467,auditioning,1
9468,adaptation,1
9469,boat,2
9470,moored,1
9471,thames,1
9472,finer,1
9473,weather,3
9474,overruled,1
9475,heywood,1
9476,hire,2
9477,bloated,2
9478,determined,3
9479,supplydemand,1
9480,paradigm,1
9481,salaries,1
9482,2lazy,1
9483,peoplecorbyn,1
9484,expectedengaged,1
9485,peoplein,1
9486,abt,2
9487,receding,1
9488,hairline,1
9489,watered,1
9490,ict,1
9491,74,2
9492,bodes,1
9493,emerges,1
9494,triumphant,1
9495,complimentshonestbut,1
9496,thankswho,1
9497,httpstcoaym,1
9498,sofa,1
9499,dfs,1
9500,screengrab,1
9501,noncontinuous,1
9502,behaved,2
9503,cosy,1
9504,unbearably,1
9505,oops,1
9506,frustration,2
9507,babies,1
9508,avidly,1
9509,antifom,1
9510,disappoint,2
9511,httpstco7y2,1
9512,londoners,4
9513,worshippers,1
9514,finsbury,1
9515,mosque,1
9516,caps,2
9517,ldn,1
9518,messaging,1
9519,kno,1
9520,lands,1
9521,abject,1
9522,embassies,1
9523,tries,2
9524,shaven,1
9525,dreading,1
9526,faulty,1
9527,fridge,2
9528,attacker,1
9529,murdering,1
9530,sum,1
9531,pointscoring,1
9532,imam,1
9533,preacher,1
9534,httpstcouy4w3,1
9535,prediction,1
9536,aspire,1
9537,schrdingers,1
9538,purrfect,1
9539,unhrcer,1
9540,httpstcoxtq8t,1
9541,detention,2
9542,offheehee,1
9543,depict,1
9544,sanders,1
9545,compliance,1
9546,tristangrayedi,3
9547,stalwart,1
9548,conceal,1
9549,convenience,1
9550,cassprive,21
9551,hangovers,2
9552,depressionanxiety,1
9553,experiencing,1
9554,rosettes,1
9555,anymor,1
9556,staggered,1
9557,flammable,1
9558,nonflammable,1
9559,connorb1993,1
9560,policing,1
9561,cuillin,1
9562,lejla,1
9563,doggers,1
9564,fireresistant,1
9565,4750,1
9566,sentiment,1
9567,award,1
9568,performance,2
9569,jizztrumpet,1
9570,envelope,3
9571,ryan,2
9572,cox,1
9573,jos,1
9574,conc,1
9575,evan,1
9576,feigning,1
9577,mpmedia,2
9578,nodblack,1
9579,wendy,1
9580,eric,1
9581,cartman,1
9582,eaters,1
9583,veganismvegetarianism,1
9584,sworn,1
9585,honour,3
9586,pledging,1
9587,wd,1
9588,prefe,1
9589,graciousness,1
9590,nicola,2
9591,crass,2
9592,tragedy,5
9593,wheres,3
9594,reluctant,1
9595,brainwashed,1
9596,compelling,1
9597,ripped,1
9598,dosed,2
9599,naproxen,2
9600,amicably,1
9601,pointing,3
9602,unblemished,1
9603,rvt,1
9604,desp,1
9605,astonishingly,1
9606,concentrate,2
9607,sinner,2
9608,dig,3
9609,pluralist,1
9610,positions,3
9611,inverse,1
9612,liberty,2
9613,horrid,1
9614,untold,1
9615,suggestion,3
9616,persecuting,2
9617,imprisons,1
9618,tortures,2
9619,infringed,2
9620,ultra,2
9621,secularist,2
9622,persecuted,3
9623,saluted,1
9624,marines,1
9625,vet,1
9626,struggled,1
9627,religio,1
9628,hounded,1
9629,waving,2
9630,partying,1
9631,peruse,1
9632,possesses,1
9633,flow,1
9634,rn,3
9635,dismiss,1
9636,kille,1
9637,spark,1
9638,cartoon,2
9639,weirdo,1
9640,gracious,1
9641,tims,2
9642,lgb,1
9643,neck,2
9644,caption,1
9645,disregard,1
9646,quitting,3
9647,resident,1
9648,predicting,1
9649,author,1
9650,buzzfeed,3
9651,meanstest,1
9652,length,2
9653,onesentence,1
9654,counted,1
9655,resignation,1
9656,chrexit,1
9657,monumental,1
9658,desperation,1
9659,disappearance,1
9660,fms,1
9661,abortions,1
9662,mainland,1
9663,httpstco3,1
9664,resorting,1
9665,slipped,1
9666,lowering,3
9667,remove,2
9668,7822,1
9669,turkey,1
9670,arrangement,1
9671,317,1
9672,262,1
9673,glen,3
9674,coco,3
9675,nuttall,2
9676,rubberstamp,1
9677,precedent,1
9678,rereading,1
9679,recieved,1
9680,putney,1
9681,9k,2
9682,1k,1
9683,leaflet,7
9684,bravo,1
9685,nailed,1
9686,negotiationsmrs,1
9687,eumay,1
9688,slides,1
9689,deskthis,1
9690,belfast,1
9691,rep,1
9692,huma,2
9693,representative,1
9694,cord,1
9695,action,2
9696,concernin,1
9697,internationa,1
9698,billy,1
9699,elliott,1
9700,3pm,1
9701,9am,1
9702,nervous,4
9703,baddiel,1
9704,skinner,1
9705,loststolen,1
9706,archway,1
9707,metro,2
9708,wgold,1
9709,sentimental,1
9710,cure,1
9711,cookies,1
9712,insightful,1
9713,sara,1
9714,teddy,2
9715,prout,2
9716,rightsing,1
9717,journalistic,1
9718,integrity,1
9719,incompatible,1
9720,kingdom,1
9721,dab,1
9722,cleari,1
9723,lent,1
9724,sith,1
9725,walton,1
9726,nectar,2
9727,june16,1
9728,june17,1
9729,drove,1
9730,succe,1
9731,insists,2
9732,isfind,1
9733,frighteningly,1
9734,polarizing,1
9735,upended,1
9736,claws,1
9737,iv,1
9738,outrages,1
9739,gin,1
9740,edfrikkenl,1
9741,exposed,1
9742,dups,2
9743,curtail,1
9744,inboxes,1
9745,infected,1
9746,limb,1
9747,circumstance,2
9748,reserved,2
9749,stroppy,1
9750,corner,1
9751,permanently,1
9752,protests,1
9753,lgt,1
9754,asidethis,1
9755,dieset,1
9756,conv,1
9757,acceptance,1
9758,noti,1
9759,tariff,1
9760,oppress,1
9761,philip,3
9762,bins,2
9763,awkward,2
9764,damning,1
9765,mitte,1
9766,schoneberg,1
9767,grreat,1
9768,bathhouse,1
9769,730,1
9770,benet,1
9771,cb2,1
9772,3qn,1
9773,edwin,1
9774,poots,1
9775,timothy,1
9776,resigned,3
9777,resigncorbyn,1
9778,presenting,1
9779,victoryour,1
9780,arsene,1
9781,4000,1
9782,may2002were,1
9783,party2017get,1
9784,nastiest,1
9785,antiabortion,2
9786,antigay,1
9787,pairing,1
9788,tl,1
9789,corbynin1,1
9790,anticorbyn,2
9791,stats,1
9792,abort,1
9793,scan,1
9794,pictures,2
9795,begins,1
9796,liar,1
9797,explanation,1
9798,blairite,1
9799,opposit,1
9800,blowing,1
9801,restore,1
9802,grate,1
9803,corbynout1,1
9804,unionist,2
9805,30s,2
9806,skint,1
9807,upstairs,1
9808,guildhall,1
9809,httpstcosnlhy,1
9810,shacked,2
9811,womenhating,1
9812,resurgence,1
9813,rewards,1
9814,shacking,1
9815,folk,3
9816,frog,1
9817,1414,1
9818,synonym,1
9819,vulva,1
9820,compare,2
9821,prostitute,1
9822,pretence,1
9823,femaleness,2
9824,flaw,1
9825,displeases,2
9826,1214,1
9827,sturgeon,1
9828,kate,5
9829,hooey,1
9830,yvette,2
9831,cooper,3
9832,fouler,1
9833,abbot,1
9834,1014,1
9835,rooted,1
9836,humiliate,1
9837,914,1
9838,dared,1
9839,publically,1
9840,endured,1
9841,814,1
9842,ugly,1
9843,714,1
9844,spaces,1
9845,digi,1
9846,wittingly,1
9847,pornographi,1
9848,oldschool,1
9849,preen,1
9850,414,1
9851,crude,1
9852,humiliat,1
9853,reaching,2
9854,insults,1
9855,214,1
9856,unfollowed,1
9857,smart,1
9858,114,1
9859,meanwhile,2
9860,parallel,1
9861,universe,1
9862,miliband,2
9863,partners,2
9864,ga,1
9865,dupevilni,1
9866,pals,1
9867,fundamentalist,3
9868,bigots,1
9869,banter,1
9870,foreh,1
9871,activist,3
9872,fuckwit,3
9873,shocker,2
9874,sticker,1
9875,chipping,1
9876,vandals,1
9877,vandalising,1
9878,virulent,1
9879,await,1
9880,condemnation,2
9881,heh,1
9882,forming,1
9883,jez,4
9884,misfortunes,1
9885,230am,1
9886,obnoxious,1
9887,ha,7
9888,plagiarised,1
9889,schadenfreudegasm,2
9890,shipley,1
9891,schadenwank,1
9892,declaring,2
9893,fields,4
9894,wheat,6
9895,trooper,1
9896,weighing,1
9897,ballots,1
9898,dropping,1
9899,leaver,1
9900,euloving,1
9901,dimbleby,1
9902,huppert,3
9903,pursued,1
9904,farmers,1
9905,marginals,3
9906,indications,1
9907,sunderland,1
9908,dacres,1
9909,payperview,1
9910,accurate,3
9911,yawn,3
9912,unfolds,1
9913,predictor,1
9914,intently,1
9915,interviewers,1
9916,chuckle,1
9917,providing,1
9918,turnout,2
9919,180,1
9920,conkip,1
9921,outstanding,2
9922,pencil,1
9923,disturbing,2
9924,copenhagen,1
9925,stockholm,2
9926,doorknocking,2
9927,postal,4
9928,crooked,1
9929,embarrassment,1
9930,impeach,1
9931,keele,1
9932,newcastleunderlyme,1
9933,disenfranchised,1
9934,under30s,1
9935,thans,1
9936,ge201,1
9937,guiltydemocrats,1
9938,guiltytrump,1
9939,guiltyrepublicans,1
9940,temporarily,1
9941,generale,1
9942,tellers,3
9943,stations,2
9944,zac,4
9945,heathrow,2
9946,twinkle,1
9947,zuckerbergs,1
9948,eye,5
9949,fresher,1
9950,plausible,1
9951,candidates,2
9952,zeichner,1
9953,treasure,1
9954,deserv,1
9955,wwii,1
9956,codebreaking,1
9957,63,1
9958,brian,2
9959,interfere,1
9960,tellingcampaigning,1
9961,clement,1
9962,danes,1
9963,guest,2
9964,lodged,2
9965,intervened,2
9966,officious,1
9967,bumped,1
9968,presiding,2
9969,officer,3
9970,intimidation,1
9971,westminsters,1
9972,firstever,1
9973,openness,2
9974,extremes,1
9975,chops,1
9976,votelibd,1
9977,futility,1
9978,mi6,1
9979,meddling,1
9980,trot,1
9981,canvas,1
9982,beating,1
9983,hoey,4
9984,httpstcomra5cw2,1
9985,omit,1
9986,appearance,2
9987,murderers,1
9988,bars,2
9989,reward,2
9990,lastminute,1
9991,cites,1
9992,rationality,1
9993,kindness,3
9994,humanism,4
9995,leviticus,1
9996,misses,1
9997,originates,1
9998,bereft,1
9999,echr,2
10000,stops,2
10001,terrorismshe,1
10002,circles,1
10003,performing,2
10004,uturnsfields,1
10005,di,1
10006,8th,4
10007,gamble,1
10008,longterm,1
10009,disabled,1
10010,allies,2
10011,pulse,1
10012,nightclubhow,1
10013,eac,1
10014,edited,1
10015,osborne,1
10016,anchor,1
10017,requeststheresa,1
10018,policythings,1
10019,unconscious,1
10020,rife,1
10021,conscious,1
10022,vicious,2
10023,promotional,1
10024,material,1
10025,cue,1
10026,speculation,1
10027,daft,2
10028,evergrowing,1
10029,relieved,1
10030,ironic,1
10031,rid,3
10032,sporadic,1
10033,loading,1
10034,502,1
10035,errors,2
10036,suppressing,1
10037,thurs,2
10038,enforce,1
10039,albans,3
10040,imagined,1
10041,horrified,1
10042,orders,4
10043,brow,1
10044,wholl,3
10045,succumb,1
10046,affront,1
10047,trial,2
10048,spouting,1
10049,internment,1
10050,khans,1
10051,superman,1
10052,lex,1
10053,luthor,1
10054,securing,1
10055,httpstcokqk,1
10056,escaping,1
10057,orlando,2
10058,exercising,1
10059,130,3
10060,imams,1
10061,attackers,1
10062,leftwing,1
10063,mayors,4
10064,oval,2
10065,embarrassmen,1
10066,commend,1
10067,heinous,1
10068,llukens,1
10069,danger,1
10070,terrorists,6
10071,20102016,1
10072,surgery,2
10073,mend,1
10074,suffered,1
10075,darkening,1
10076,eerily,1
10077,cowering,1
10078,dubious,1
10079,hilton,1
10080,opportunist,1
10081,shot1,1
10082,true2,1
10083,there3,1
10084,nogo,3
10085,infest,1
10086,platitudes,1
10087,vengabus,2
10088,concl,1
10089,linguistic,1
10090,unspeakable,1
10091,cruelty,1
10092,resolve,1
10093,ineffective,1
10094,investing,1
10095,intelligencegathering,1
10096,900000000,1
10097,httpstcojf,1
10098,rebuke,1
10099,httpstcoghxnwax,1
10100,mix,2
10101,pure,1
10102,pot,1
10103,siege,1
10104,httpstcow2oze,1
10105,ariana,1
10106,reunion,1
10107,rebuild,1
10108,httpstcorj9yap1,1
10109,soul,1
10110,coal,1
10111,httpstcobpqmhqz,1
10112,obrien,1
10113,foreverlgbt,1
10114,str8,1
10115,peoplethe,1
10116,responds,1
10117,pricks,1
10118,honey,1
10119,conquer,1
10120,bremoaners,1
10121,ste,1
10122,digestive,1
10123,biscuit,1
10124,spokesperson,1
10125,illinformed,1
10126,twee,1
10127,tweeters,1
10128,emotionaltrump,1
10129,hysterical,1
10130,daylook,1
10131,displayhttpstc,1
10132,alarmist,1
10133,weapons,4
10134,tangerine,1
10135,disproving,1
10136,boosted,1
10137,cracked,1
10138,preparedness,1
10139,londoner,2
10140,sends,2
10141,chucked,1
10142,themwe,1
10143,evacuated,2
10144,ti,2
10145,finishing,1
10146,antitheism,1
10147,dickbasket,3
10148,twatcrayon,2
10149,herein,1
10150,harm,1
10151,arranged,1
10152,regulation,1
10153,bollards,2
10154,costly,1
10155,regulating,2
10156,sic,1
10157,terroristsneed,1
10158,helpsincerely,1
10159,highfootfall,1
10160,loca,1
10161,announcements,1
10162,suspending,1
10163,paulmillsbtown,1
10164,manages,1
10165,emergency,2
10166,homesme,1
10167,1040am,1
10168,sarcasm,1
10169,shrug,2
10170,bomb,1
10171,wiped,1
10172,winalso,1
10173,cowed,1
10174,0025hrs,1
10175,4617,1
10176,stabbing,1
10177,connect,1
10178,vindictive,1
10179,wankcrayon,1
10180,demented,1
10181,maher,1
10182,winchesters,1
10183,shunned,2
10184,secularism,2
10185,pollsters,2
10186,overestimate,2
10187,hence,1
10188,shy,1
10189,fretting,1
10190,daisy,1
10191,southessexcons,1
10192,fiscal,1
10193,stimulus,1
10194,fondly,1
10195,shitter,1
10196,distance,1
10197,gradstobe,1
10198,gael,1
10199,enda,1
10200,kenny,1
10201,reaaaaally,1
10202,attlee,1
10203,statekinnock,1
10204,electable,1
10205,partyblair,1
10206,min,3
10207,wagecorbyn,1
10208,sen,1
10209,gas,1
10210,confuse,1
10211,biased,1
10212,safely,1
10213,attend,2
10214,interviews,1
10215,lifes,1
10216,a1,1
10217,imprint,1
10218,consensus,1
10219,pumped,1
10220,wrongdoing,1
10221,zoey,1
10222,willful,1
10223,denial,1
10224,elemental,1
10225,ironically,2
10226,thiswe,1
10227,650,2
10228,gina,2
10229,miller,2
10230,recreate,1
10231,economist,2
10232,endorsed,1
10233,plymouth,1
10234,herald,1
10235,covfefe,2
10236,denounce,1
10237,maintaining,1
10238,citys,1
10239,pa,1
10240,brew,1
10241,amber,3
10242,chancer,1
10243,stfu,1
10244,diplomacy,1
10245,criticise,5
10246,houseofca,1
10247,ridicule,1
10248,1988,1
10249,mayism,1
10250,cult,2
10251,personality,1
10252,farce,1
10253,font,1
10254,noone,2
10255,ira,1
10256,emerging,1
10257,rents,1
10258,dissertation,1
10259,visitors,1
10260,glassdoorstackoverflow,1
10261,httpstcollfdujl,1
10262,soviet,1
10263,propaganda,3
10264,maurice,1
10265,donor,1
10266,1980sabsolute,1
10267,belter,1
10268,beans,1
10269,episodes,1
10270,libdemtory,1
10271,fabrication,2
10272,crate,1
10273,choosing,1
10274,milkshake,1
10275,cari,1
10276,spilledall,1
10277,carbees,1
10278,areinside,1
10279,carthey,1
10280,meim,1
10281,allerg,1
10282,midlands,3
10283,bred,1
10284,hampshire,1
10285,veteran,1
10286,denies,1
10287,swastikaemblazoned,1
10288,scrolling,1
10289,tiniest,1
10290,donate,5
10291,scare,1
10292,heartbreakingno,1
10293,abuseno,1
10294,ithttps,1
10295,trumphun,1
10296,johnsons,1
10297,cv,1
10298,korean,1
10299,bbq,1
10300,noodles,1
10301,spicey,1
10302,mathematician,1
10303,formula,1
10304,determines,1
10305,flowers,2
10306,praying,1
10307,httpstcoamk,1
10308,winston,2
10309,peters,2
10310,trumpcorbynistas,1
10311,comic,1
10312,nowwomen,1
10313,affiliated,1
10314,outoftouch,1
10315,organisation,1
10316,portmantea,1
10317,hoofwank,1
10318,twobed,1
10319,outer,1
10320,suburb,1
10321,itselfmacron,1
10322,nowmerkel,1
10323,herselfm,1
10324,groups,3
10325,httpstcokj4rgh,1
10326,cheers,2
10327,newsroom,1
10328,amid,1
10329,extrem,1
10330,guaranteed,2
10331,listed,1
10332,privately,2
10333,stakeboard,1
10334,neighborhood,1
10335,enforcement,1
10336,httpstcouy,1
10337,thundercunts,1
10338,grab,2
10339,closet,1
10340,suffice,1
10341,montenegrin,1
10342,barring,1
10343,lobbying,1
10344,coupled,1
10345,shipman,1
10346,jimmy,1
10347,savile,1
10348,horribly,1
10349,nonmuslims,1
10350,kittens,1
10351,rabbits,2
10352,accomplished,1
10353,aim,2
10354,compassion,1
10355,sneer,2
10356,invite,1
10357,employs,1
10358,sht,1
10359,antisemi,1
10360,powered,1
10361,blast,1
10362,emptying,1
10363,advocated,1
10364,bradyman,1
10365,umm,1
10366,peaceful,1
10367,watson,1
10368,intel,1
10369,compromising,1
10370,operations,1
10371,clown,1
10372,islington,1
10373,opera,1
10374,edge,2
10375,nearby,3
10376,wounded,1
10377,shoulder,2
10378,peo,1
10379,heaviest,1
10380,roger,1
10381,regards,1
10382,arrested,1
10383,23yearold,1
10384,unconfirmed,1
10385,employing,1
10386,guests,1
10387,function,2
10388,requests,1
10389,generosity,1
10390,horrible,1
10391,selfabsorbed,1
10392,couldve,1
10393,somehowits,1
10394,lo,1
10395,jadresse,1
10396,mes,3
10397,penses,1
10398,peuple,1
10399,britannique,1
10400,aux,1
10401,victimes,1
10402,et,2
10403,leurs,1
10404,proches,1
10405,nous,1
10406,menons,1
10407,ensemble,1
10408,combat,1
10409,contre,1
10410,sear,1
10411,buddies,1
10412,figured,1
10413,ransomware,1
10414,notification,1
10415,veggieversary,1
10416,videopics,1
10417,bowing,1
10418,medal,1
10419,urgh,1
10420,kicks,1
10421,barrie,1
10422,hadi,1
10423,jinnah,1
10424,renowned,1
10425,splendid,1
10426,unqualified,1
10427,jewellery,1
10428,pussygrabbing,1
10429,muslimbanning,1
10430,harmony,1
10431,ea,1
10432,agm,1
10433,630pm,1
10434,announced,3
10435,slaughter,1
10436,firstborn,1
10437,boon,1
10438,overstretched,1
10439,crack,2
10440,inauguration,1
10441,bigly,1
10442,twinks,1
10443,daddies,1
10444,costed,1
10445,nationalising,1
10446,nuts,3
10447,frit,1
10448,pyjamas,1
10449,housestim,1
10450,bae,2
10451,whereas,1
10452,cradle,1
10453,scares,1
10454,tests,4
10455,predictions,2
10456,expansion,1
10457,goldsmith,3
10458,pcc,1
10459,mayoral,1
10460,gerrymandering,1
10461,dickbaskets,1
10462,meanspirited,1
10463,compromised,1
10464,orrin,1
10465,hatch,1
10466,twitterati,1
10467,corrupt,1
10468,impeached,1
10469,inheritance,1
10470,burns,2
10471,envy,3
10472,menfolk,1
10473,avacado,1
10474,toast,2
10475,fre,1
10476,millinealsim,1
10477,adulted,1
10478,obamas,1
10479,certificate,1
10480,idahobit,1
10481,httpstco9tvno4fa,1
10482,fm,1
10483,unfairly,1
10484,spite,1
10485,grownup,1
10486,prepackag,1
10487,active,1
10488,devices,1
10489,humidity,1
10490,literacy,1
10491,gossip,1
10492,freeze,2
10493,hardwon,1
10494,equali,1
10495,libdem,2
10496,osbornes,1
10497,lolz,1
10498,20m,1
10499,transfer,2
10500,onesno,1
10501,colleges,1
10502,avocados,1
10503,coins,1
10504,keys,1
10505,properties,1
10506,07,1
10507,wi,2
10508,turgid,3
10509,throat,2
10510,scraps,4
10511,bung,1
10512,squat,1
10513,alleviate,1
10514,inequa,1
10515,thirty,1
10516,httpstcoq6bute,1
10517,seller,1
10518,profit,1
10519,socialist,1
10520,55,1
10521,leftie,1
10522,approx,1
10523,govts,1
10524,reintroduce,1
10525,altoge,1
10526,subsidising,1
10527,peop,2
10528,grad,2
10529,saddled,1
10530,dmed,1
10531,loan,3
10532,mortgages,1
10533,poorest,1
10534,2030,1
10535,hunting,2
10536,hunger,1
10537,omfg,1
10538,cackling,1
10539,bemusement,1
10540,fabric,1
10541,peak,2
10542,frustrating,1
10543,numbing,1
10544,immortal,1
10545,posted,3
10546,harrington,1
10547,boost,1
10548,armed,1
10549,forces,1
10550,personnel,2
10551,simonpaulesq,9
10552,clashes,1
10553,hiwe,1
10554,wince,1
10555,constant,1
10556,shagging,1
10557,eurovis,1
10558,communities,1
10559,nickjharrington,1
10560,ambivalence,1
10561,ooh,1
10562,britons,1
10563,apprentice,1
10564,contestant,1
10565,merged,1
10566,tips,1
10567,pig,3
10568,wetherspoons,1
10569,shoulders,1
10570,nonvoting,1
10571,peers,1
10572,measured,1
10573,sf,1
10574,incarnation,1
10575,twitters,1
10576,swan,1
10577,admire,1
10578,honesty,2
10579,garethalteran,2
10580,legalised,1
10581,cannabis,2
10582,petitions,1
10583,statements,2
10584,duckings,1
10585,basejumping,1
10586,motto,1
10587,guaranteedhttps,1
10588,buckethead,1
10589,radical,2
10590,altogether,2
10591,benefited,1
10592,earned,2
10593,subsidises,1
10594,payback,1
10595,veet,1
10596,kills,1
10597,milne,1
10598,coul,1
10599,austin,1
10600,sopn,1
10601,10000,2
10602,refuses,2
10603,unaccompanied,1
10604,compassionate,1
10605,ne,1
10606,postcard,2
10607,temperature,1
10608,everytime,1
10609,winners,1
10610,barefaced,1
10611,exclude,1
10612,childless,1
10613,maxforstroud,1
10614,1950slabour,1
10615,1970slib,1
10616,2017thats,1
10617,kowtow,1
10618,httpstcovzatbj6go,1
10619,labourtory,1
10620,gimmicks,1
10621,disguised,1
10622,embarrassed,1
10623,dilemmas,2
10624,surrounding,1
10625,groundbreaking,1
10626,phd,3
10627,research,1
10628,surreysoc,1
10629,cheque,2
10630,victor,1
10631,shun,1
10632,undertones,1
10633,occurring,1
10634,relevant,1
10635,hivpreventing,1
10636,justin,1
10637,timberlake,1
10638,personalities,1
10639,policiesalso,1
10640,misuse,2
10641,antiliberal,1
10642,ge2015lab,1
10643,2con,1
10644,36,2
10645,2ld,1
10646,6ukip,2
